Clock,Number of Servers,Number of Servers in Use,Number of Requests
6316,17,17,369
6317,17,17,368
6318,17,17,369
6319,17,17,368
6320,17,17,370
6321,17,17,370
6322,17,17,371
6323,17,17,370
6324,17,17,369
6325,17,17,369
6326,17,17,369
6327,17,17,370
6328,17,17,369
6329,17,17,369
6330,17,17,370
6331,17,17,370
6332,17,17,369
6333,17,17,369
6334,17,17,368
6335,17,17,367
6336,17,17,367
6337,17,17,367
6338,17,17,367
6339,17,17,367
6340,17,17,366
6341,17,17,366
6342,17,17,366
6343,17,17,366
6344,17,17,366
6345,17,17,366
6346,17,17,369
6347,17,17,369
6348,17,17,370
6349,17,17,368
6350,17,17,369
6351,17,17,369
6352,17,17,369
6353,17,17,369
6354,17,17,368
6355,17,17,369
6356,17,17,369
6357,17,17,369
6358,17,17,369
6359,17,17,370
6360,17,17,370
6361,17,17,371
6362,17,17,371
6363,17,17,371
6364,17,17,369
6365,17,17,369
6366,17,17,369
6367,17,17,370
6368,17,17,370
6369,17,17,370
6370,17,17,370
6371,17,17,370
6372,17,17,370
6373,17,17,370
6374,17,17,370
6375,17,17,371
6376,17,17,370
6377,17,17,370
6378,17,17,369
6379,17,17,369
6380,17,17,368
6381,17,17,368
6382,17,17,368
6383,17,17,368
6384,17,17,368
6385,17,17,368
6386,17,17,368
6387,17,17,368
6388,17,17,368
6389,17,17,369
6390,17,17,368
6391,17,17,367
6392,17,17,367
6393,17,17,367
6394,17,17,366
6395,17,17,368
6396,17,17,367
6397,17,17,367
6398,17,17,366
6399,17,17,367
6400,17,17,366
6401,17,17,366
6402,17,17,366
6403,17,17,365
6404,17,17,366
6405,17,17,366
6406,17,17,367
6407,17,17,366
6408,17,17,365
6409,17,17,364
6410,17,17,363
6411,17,17,362
6412,17,17,361
6413,17,17,363
6414,17,17,363
6415,17,17,363
6416,17,17,363
6417,17,17,362
6418,17,17,362
6419,17,17,362
6420,17,17,361
6421,17,17,363
6422,17,17,362
6423,17,17,361
6424,17,17,361
6425,17,17,361
6426,17,17,360
6427,17,17,360
6428,17,17,359
6429,17,17,359
6430,17,17,361
6431,17,17,361
6432,17,17,362
6433,17,17,362
6434,17,17,361
6435,17,17,361
6436,17,17,362
6437,17,17,363
6438,17,17,363
6439,17,17,363
6440,17,17,363
6441,17,17,363
6442,17,17,363
6443,17,17,363
6444,17,17,363
6445,17,17,363
6446,17,17,363
6447,17,17,362
6448,17,17,363
6449,17,17,363
6450,17,17,363
6451,17,17,363
6452,17,17,363
6453,17,17,363
6454,17,17,363
6455,17,17,363
6456,17,17,363
6457,17,17,363
6458,17,17,364
6459,17,17,364
6460,17,17,364
6461,17,17,363
6462,17,17,362
6463,17,17,362
6464,17,17,362
6465,17,17,362
6466,17,17,361
6467,17,17,360
6468,17,17,360
6469,17,17,359
6470,17,17,359
6471,17,17,360
6472,17,17,361
6473,17,17,361
6474,17,17,361
6475,17,17,360
6476,17,17,360
6477,17,17,360
6478,17,17,361
6479,17,17,360
6480,17,17,359
6481,17,17,359
6482,17,17,359
6483,17,17,359
6484,17,17,359
6485,17,17,360
6486,17,17,360
6487,17,17,360
6488,17,17,358
6489,17,17,358
6490,17,17,358
6491,17,17,358
6492,17,17,358
6493,17,17,359
6494,17,17,359
6495,17,17,358
6496,17,17,357
6497,17,17,357
6498,17,17,358
6499,17,17,360
6500,17,17,359
6501,17,17,359
6502,17,17,358
6503,17,17,358
6504,17,17,358
6505,17,17,356
6506,17,17,355
6507,17,17,355
6508,17,17,355
6509,17,17,356
6510,17,17,356
6511,17,17,356
6512,17,17,357
6513,17,17,357
6514,17,17,357
6515,17,17,357
6516,17,17,358
6517,17,17,357
6518,17,17,357
6519,17,17,357
6520,17,17,357
6521,17,17,357
6522,17,17,357
6523,17,17,356
6524,17,17,356
6525,17,17,357
6526,17,17,357
6527,17,17,357
6528,17,17,356
6529,17,17,356
6530,17,17,355
6531,17,17,355
6532,17,17,357
6533,17,17,357
6534,17,17,357
6535,17,17,358
6536,17,17,358
6537,17,17,358
6538,17,17,358
6539,17,17,359
6540,17,17,358
6541,17,17,357
6542,17,17,358
6543,17,17,359
6544,17,17,359
6545,17,17,358
6546,17,17,358
6547,17,17,358
6548,17,17,359
6549,17,17,359
6550,17,17,359
6551,17,17,358
6552,17,17,359
6553,17,17,359
6554,17,17,358
6555,17,17,358
6556,17,17,357
6557,17,17,357
6558,17,17,357
6559,17,17,357
6560,17,17,358
6561,17,17,359
6562,17,17,360
6563,17,17,360
6564,17,17,362
6565,17,17,362
6566,17,17,362
6567,17,17,362
6568,17,17,362
6569,17,17,363
6570,17,17,363
6571,17,17,363
6572,17,17,363
6573,17,17,362
6574,17,17,362
6575,17,17,363
6576,17,17,362
6577,17,17,362
6578,17,17,359
6579,17,17,359
6580,17,17,357
6581,17,17,357
6582,17,17,356
6583,17,17,356
6584,17,17,356
6585,17,17,356
6586,17,17,356
6587,17,17,356
6588,17,17,356
6589,17,17,355
6590,17,17,355
6591,17,17,354
6592,17,17,353
6593,17,17,353
6594,17,17,353
6595,17,17,353
6596,17,17,352
6597,17,17,352
6598,17,17,352
6599,17,17,352
6600,17,17,352
6601,17,17,354
6602,17,17,353
6603,17,17,354
6604,17,17,354
6605,17,17,354
6606,17,17,353
6607,17,17,353
6608,17,17,355
6609,17,17,355
6610,17,17,357
6611,17,17,356
6612,17,17,356
6613,17,17,356
6614,17,17,358
6615,17,17,358
6616,17,17,358
6617,17,17,358
6618,17,17,358
6619,17,17,359
6620,17,17,359
6621,17,17,359
6622,17,17,359
6623,17,17,359
6624,17,17,359
6625,17,17,358
6626,17,17,358
6627,17,17,358
6628,17,17,358
6629,17,17,357
6630,17,17,358
6631,17,17,357
6632,17,17,357
6633,17,17,357
6634,17,17,356
6635,17,17,356
6636,17,17,355
6637,17,17,353
6638,17,17,353
6639,17,17,353
6640,17,17,353
6641,17,17,352
6642,17,17,352
6643,17,17,353
6644,17,17,353
6645,17,17,352
6646,17,17,352
6647,17,17,353
6648,17,17,356
6649,17,17,356
6650,17,17,356
6651,17,17,356
6652,17,17,357
6653,17,17,357
6654,17,17,357
6655,17,17,358
6656,17,17,357
6657,17,17,357
6658,17,17,357
6659,17,17,358
6660,17,17,358
6661,17,17,358
6662,17,17,358
6663,17,17,359
6664,17,17,359
6665,17,17,359
6666,17,17,359
6667,17,17,359
6668,17,17,359
6669,17,17,359
6670,17,17,358
6671,17,17,359
6672,17,17,359
6673,17,17,359
6674,17,17,358
6675,17,17,359
6676,17,17,358
6677,17,17,358
6678,17,17,357
6679,17,17,357
6680,17,17,358
6681,17,17,358
6682,17,17,358
6683,17,17,358
6684,17,17,359
6685,17,17,359
6686,17,17,359
6687,17,17,360
6688,17,17,360
6689,17,17,358
6690,17,17,357
6691,17,17,358
6692,17,17,358
6693,17,17,358
6694,17,17,359
6695,17,17,359
6696,17,17,359
6697,17,17,359
6698,17,17,360
6699,17,17,361
6700,17,17,360
6701,17,17,360
6702,17,17,360
6703,17,17,359
6704,17,17,359
6705,17,17,359
6706,17,17,360
6707,17,17,363
6708,17,17,363
6709,17,17,363
6710,17,17,366
6711,17,17,366
6712,17,17,365
6713,17,17,366
6714,17,17,366
6715,17,17,366
6716,17,17,365
6717,17,17,365
6718,17,17,364
6719,17,17,364
6720,17,17,365
6721,17,17,365
6722,17,17,365
6723,17,17,365
6724,17,17,366
6725,17,17,366
6726,17,17,366
6727,17,17,366
6728,17,17,366
6729,17,17,367
6730,17,17,368
6731,17,17,367
6732,17,17,367
6733,17,17,366
6734,17,17,366
6735,17,17,366
6736,17,17,366
6737,17,17,367
6738,17,17,366
6739,17,17,366
6740,17,17,365
6741,17,17,364
6742,17,17,365
6743,17,17,366
6744,17,17,365
6745,17,17,366
6746,17,17,367
6747,17,17,367
6748,17,17,366
6749,17,17,367
6750,17,17,368
6751,17,17,368
6752,17,17,368
6753,17,17,369
6754,17,17,369
6755,17,17,369
6756,17,17,369
6757,17,17,369
6758,17,17,369
6759,17,17,368
6760,17,17,368
6761,17,17,368
6762,17,17,367
6763,17,17,367
6764,17,17,367
6765,17,17,367
6766,17,17,367
6767,17,17,366
6768,17,17,366
6769,17,17,366
6770,17,17,367
6771,17,17,367
6772,17,17,368
6773,17,17,368
6774,17,17,368
6775,17,17,368
6776,17,17,369
6777,17,17,369
6778,17,17,367
6779,17,17,367
6780,17,17,367
6781,17,17,367
6782,17,17,368
6783,17,17,368
6784,17,17,367
6785,17,17,369
6786,17,17,368
6787,17,17,367
6788,17,17,366
6789,17,17,366
6790,17,17,368
6791,17,17,367
6792,17,17,367
6793,17,17,368
6794,17,17,367
6795,17,17,367
6796,17,17,367
6797,17,17,366
6798,17,17,366
6799,17,17,364
6800,17,17,364
6801,17,17,364
6802,17,17,364
6803,17,17,364
6804,17,17,364
6805,17,17,364
6806,17,17,365
6807,17,17,365
6808,17,17,365
6809,17,17,366
6810,17,17,367
6811,17,17,367
6812,17,17,365
6813,17,17,365
6814,17,17,365
6815,17,17,365
6816,17,17,365
6817,17,17,365
6818,17,17,365
6819,17,17,364
6820,17,17,364
6821,17,17,364
6822,17,17,364
6823,17,17,364
6824,17,17,363
6825,17,17,362
6826,17,17,363
6827,17,17,363
6828,17,17,363
6829,17,17,363
6830,17,17,364
6831,17,17,364
6832,17,17,364
6833,17,17,363
6834,17,17,363
6835,17,17,363
6836,17,17,363
6837,17,17,363
6838,17,17,364
6839,17,17,365
6840,17,17,365
6841,17,17,366
6842,17,17,365
6843,17,17,367
6844,17,17,367
6845,17,17,367
6846,17,17,367
6847,17,17,366
6848,17,17,366
6849,17,17,366
6850,17,17,365
6851,17,17,365
6852,17,17,366
6853,17,17,366
6854,17,17,368
6855,17,17,368
6856,17,17,368
6857,17,17,368
6858,17,17,368
6859,17,17,369
6860,17,17,369
6861,17,17,369
6862,17,17,369
6863,17,17,368
6864,17,17,368
6865,17,17,369
6866,17,17,367
6867,17,17,368
6868,17,17,367
6869,17,17,367
6870,17,17,367
6871,17,17,367
6872,17,17,367
6873,17,17,367
6874,17,17,366
6875,17,17,365
6876,17,17,365
6877,17,17,365
6878,17,17,365
6879,17,17,365
6880,17,17,365
6881,17,17,366
6882,17,17,366
6883,17,17,366
6884,17,17,366
6885,17,17,367
6886,17,17,367
6887,17,17,367
6888,17,17,366
6889,17,17,366
6890,17,17,367
6891,17,17,367
6892,17,17,368
6893,17,17,371
6894,17,17,371
6895,17,17,370
6896,17,17,370
6897,17,17,370
6898,17,17,369
6899,17,17,369
6900,17,17,368
6901,17,17,369
6902,17,17,368
6903,17,17,368
6904,17,17,368
6905,17,17,370
6906,17,17,370
6907,17,17,372
6908,17,17,372
6909,17,17,373
6910,17,17,372
6911,17,17,372
6912,17,17,372
6913,17,17,372
6914,17,17,372
6915,17,17,374
6916,17,17,373
6917,17,17,371
6918,17,17,371
6919,17,17,374
6920,17,17,374
6921,17,17,374
6922,17,17,375
6923,17,17,374
6924,17,17,375
6925,17,17,375
6926,17,17,375
6927,17,17,375
6928,17,17,375
6929,17,17,375
6930,17,17,376
6931,17,17,377
6932,17,17,377
6933,17,17,378
6934,17,17,380
6935,17,17,380
6936,17,17,380
6937,17,17,380
6938,17,17,380
6939,17,17,380
6940,17,17,379
6941,17,17,379
6942,17,17,380
6943,17,17,380
6944,17,17,379
6945,17,17,378
6946,17,17,378
6947,17,17,378
6948,17,17,378
6949,17,17,378
6950,17,17,377
6951,17,17,375
6952,17,17,373
6953,17,17,371
6954,17,17,371
6955,17,17,371
6956,17,17,373
6957,17,17,373
6958,17,17,373
6959,17,17,373
6960,17,17,373
6961,17,17,372
6962,17,17,373
6963,17,17,374
6964,17,17,373
6965,17,17,373
6966,17,17,373
6967,17,17,373
6968,17,17,373
6969,17,17,373
6970,17,17,373
6971,17,17,373
6972,17,17,373
6973,17,17,373
6974,17,17,373
6975,17,17,373
6976,17,17,373
6977,17,17,373
6978,17,17,373
6979,17,17,371
6980,17,17,371
6981,17,17,369
6982,17,17,369
6983,17,17,369
6984,17,17,369
6985,17,17,368
6986,17,17,369
6987,17,17,368
6988,17,17,368
6989,17,17,368
6990,17,17,368
6991,17,17,366
6992,17,17,367
6993,17,17,367
6994,17,17,368
6995,17,17,368
6996,17,17,368
6997,17,17,368
6998,17,17,368
6999,17,17,368
7000,17,17,368
7001,17,17,367
7002,17,17,366
7003,17,17,366
7004,17,17,366
7005,17,17,365
7006,17,17,365
7007,17,17,365
7008,17,17,365
7009,17,17,364
7010,17,17,363
7011,17,17,363
7012,17,17,361
7013,17,17,361
7014,17,17,361
7015,17,17,360
7016,17,17,360
7017,17,17,358
7018,17,17,358
7019,17,17,359
7020,17,17,360
7021,17,17,360
7022,17,17,360
7023,17,17,360
7024,17,17,360
7025,17,17,361
7026,17,17,361
7027,17,17,360
7028,17,17,360
7029,17,17,358
7030,17,17,358
7031,17,17,358
7032,17,17,358
7033,17,17,357
7034,17,17,357
7035,17,17,357
7036,17,17,357
7037,17,17,360
7038,17,17,362
7039,17,17,362
7040,17,17,362
7041,17,17,361
7042,17,17,361
7043,17,17,361
7044,17,17,361
7045,17,17,361
7046,17,17,361
7047,17,17,361
7048,17,17,360
7049,17,17,361
7050,17,17,361
7051,17,17,361
7052,17,17,362
7053,17,17,361
7054,17,17,361
7055,17,17,361
7056,17,17,361
7057,17,17,360
7058,17,17,360
7059,17,17,360
7060,17,17,360
7061,17,17,359
7062,17,17,359
7063,17,17,359
7064,17,17,359
7065,17,17,360
7066,17,17,360
7067,17,17,360
7068,17,17,358
7069,17,17,358
7070,17,17,357
7071,17,17,359
7072,17,17,358
7073,17,17,358
7074,17,17,358
7075,17,17,358
7076,17,17,361
7077,17,17,362
7078,17,17,362
7079,17,17,361
7080,17,17,360
7081,17,17,361
7082,17,17,361
7083,17,17,362
7084,17,17,364
7085,17,17,362
7086,17,17,361
7087,17,17,360
7088,17,17,360
7089,17,17,360
7090,17,17,361
7091,17,17,363
7092,17,17,364
7093,17,17,364
7094,17,17,364
7095,17,17,364
7096,17,17,364
7097,17,17,365
7098,17,17,365
7099,17,17,364
7100,17,17,365
7101,17,17,364
7102,17,17,363
7103,17,17,363
7104,17,17,365
7105,17,17,365
7106,17,17,367
7107,17,17,367
7108,17,17,367
7109,17,17,366
7110,17,17,367
7111,17,17,367
7112,17,17,366
7113,17,17,366
7114,17,17,366
7115,17,17,367
7116,17,17,367
7117,17,17,366
7118,17,17,366
7119,17,17,364
7120,17,17,367
7121,17,17,367
7122,17,17,367
7123,17,17,367
7124,17,17,368
7125,17,17,368
7126,17,17,368
7127,17,17,368
7128,17,17,368
7129,17,17,367
7130,17,17,367
7131,17,17,366
7132,17,17,366
7133,17,17,366
7134,17,17,366
7135,17,17,366
7136,17,17,366
7137,17,17,366
7138,17,17,366
7139,17,17,365
7140,17,17,365
7141,17,17,366
7142,17,17,365
7143,17,17,364
7144,17,17,366
7145,17,17,366
7146,17,17,366
7147,17,17,365
7148,17,17,365
7149,17,17,365
7150,17,17,366
7151,17,17,367
7152,17,17,366
7153,17,17,366
7154,17,17,366
7155,17,17,366
7156,17,17,365
7157,17,17,365
7158,17,17,364
7159,17,17,364
7160,17,17,364
7161,17,17,363
7162,17,17,363
7163,17,17,363
7164,17,17,363
7165,17,17,363
7166,17,17,364
7167,17,17,364
7168,17,17,363
7169,17,17,363
7170,17,17,364
7171,17,17,362
7172,17,17,362
7173,17,17,362
7174,17,17,362
7175,17,17,364
7176,17,17,363
7177,17,17,364
7178,17,17,365
7179,17,17,365
7180,17,17,365
7181,17,17,365
7182,17,17,367
7183,17,17,367
7184,17,17,367
7185,17,17,367
7186,17,17,367
7187,17,17,366
7188,17,17,366
7189,17,17,367
7190,17,17,367
7191,17,17,366
7192,17,17,366
7193,17,17,366
7194,17,17,366
7195,17,17,367
7196,17,17,367
7197,17,17,366
7198,17,17,366
7199,17,17,367
7200,17,17,367
7201,17,17,368
7202,17,17,368
7203,17,17,369
7204,17,17,368
7205,17,17,368
7206,17,17,368
7207,17,17,368
7208,17,17,368
7209,17,17,368
7210,17,17,369
7211,17,17,369
7212,17,17,369
7213,17,17,369
7214,17,17,369
7215,17,17,367
7216,17,17,367
7217,17,17,367
7218,17,17,366
7219,17,17,365
7220,17,17,365
7221,17,17,365
7222,17,17,365
7223,17,17,366
7224,17,17,366
7225,17,17,366
7226,17,17,366
7227,17,17,367
7228,17,17,367
7229,17,17,366
7230,17,17,366
7231,17,17,365
7232,17,17,365
7233,17,17,364
7234,17,17,364
7235,17,17,364
7236,17,17,364
7237,17,17,364
7238,17,17,364
7239,17,17,360
7240,17,17,359
7241,17,17,359
7242,17,17,359
7243,17,17,357
7244,17,17,356
7245,17,17,356
7246,17,17,356
7247,17,17,356
7248,17,17,356
7249,17,17,358
7250,17,17,357
7251,17,17,358
7252,17,17,358
7253,17,17,358
7254,17,17,358
7255,17,17,357
7256,17,17,358
7257,17,17,358
7258,17,17,358
7259,17,17,358
7260,17,17,358
7261,17,17,356
7262,17,17,355
7263,17,17,355
7264,17,17,356
7265,17,17,356
7266,17,17,356
7267,17,17,355
7268,17,17,354
7269,17,17,354
7270,17,17,354
7271,17,17,354
7272,17,17,355
7273,17,17,356
7274,17,17,355
7275,17,17,355
7276,17,17,355
7277,17,17,355
7278,17,17,355
7279,17,17,355
7280,17,17,355
7281,17,17,355
7282,17,17,355
7283,17,17,354
7284,17,17,355
7285,17,17,355
7286,17,17,355
7287,17,17,356
7288,17,17,356
7289,17,17,357
7290,17,17,358
7291,17,17,358
7292,17,17,358
7293,17,17,358
7294,17,17,358
7295,17,17,358
7296,17,17,357
7297,17,17,357
7298,17,17,358
7299,17,17,361
7300,17,17,359
7301,17,17,359
7302,17,17,359
7303,17,17,358
7304,17,17,360
7305,17,17,359
7306,17,17,358
7307,17,17,357
7308,17,17,357
7309,17,17,357
7310,17,17,358
7311,17,17,358
7312,17,17,358
7313,17,17,358
7314,17,17,358
7315,17,17,358
7316,17,17,358
7317,17,17,358
7318,17,17,358
7319,17,17,358
7320,17,17,358
7321,17,17,358
7322,17,17,358
7323,17,17,358
7324,17,17,358
7325,17,17,358
7326,17,17,357
7327,17,17,363
7328,17,17,364
7329,17,17,363
7330,17,17,364
7331,17,17,363
7332,17,17,363
7333,17,17,364
7334,17,17,363
7335,17,17,363
7336,17,17,362
7337,17,17,361
7338,17,17,361
7339,17,17,361
7340,17,17,361
7341,17,17,362
7342,17,17,362
7343,17,17,359
7344,17,17,359
7345,17,17,359
7346,17,17,359
7347,17,17,357
7348,17,17,358
7349,17,17,358
7350,17,17,358
7351,17,17,358
7352,17,17,357
7353,17,17,359
7354,17,17,360
7355,17,17,360
7356,17,17,360
7357,17,17,361
7358,17,17,361
7359,17,17,361
7360,17,17,360
7361,17,17,362
7362,17,17,362
7363,17,17,363
7364,17,17,365
7365,17,17,364
7366,17,17,363
7367,17,17,368
7368,17,17,368
7369,17,17,368
7370,17,17,369
7371,17,17,369
7372,17,17,370
7373,17,17,371
7374,17,17,370
7375,17,17,370
7376,17,17,369
7377,17,17,367
7378,17,17,367
7379,17,17,367
7380,17,17,369
7381,17,17,368
7382,17,17,369
7383,17,17,369
7384,17,17,369
7385,17,17,370
7386,17,17,370
7387,17,17,370
7388,17,17,370
7389,17,17,370
7390,17,17,370
7391,17,17,370
7392,17,17,370
7393,17,17,370
7394,17,17,371
7395,17,17,371
7396,17,17,371
7397,17,17,372
7398,17,17,372
7399,17,17,372
7400,17,17,372
7401,17,17,371
7402,17,17,371
7403,17,17,371
7404,17,17,371
7405,17,17,370
7406,17,17,370
7407,17,17,370
7408,17,17,370
7409,17,17,371
7410,17,17,371
7411,17,17,371
7412,17,17,371
7413,17,17,370
7414,17,17,368
7415,17,17,368
7416,17,17,368
7417,17,17,368
7418,17,17,369
7419,17,17,369
7420,17,17,368
7421,17,17,369
7422,17,17,369
7423,17,17,368
7424,17,17,368
7425,17,17,368
7426,17,17,368
7427,17,17,368
7428,17,17,368
7429,17,17,367
7430,17,17,367
7431,17,17,366
7432,17,17,365
7433,17,17,367
7434,17,17,367
7435,17,17,367
7436,17,17,366
7437,17,17,366
7438,17,17,367
7439,17,17,367
7440,17,17,368
7441,17,17,368
7442,17,17,368
7443,17,17,368
7444,17,17,368
7445,17,17,368
7446,17,17,368
7447,17,17,368
7448,17,17,368
7449,17,17,368
7450,17,17,368
7451,17,17,368
7452,17,17,367
7453,17,17,367
7454,17,17,366
7455,17,17,367
7456,17,17,367
7457,17,17,366
7458,17,17,366
7459,17,17,367
7460,17,17,366
7461,17,17,366
7462,17,17,365
7463,17,17,365
7464,17,17,365
7465,17,17,368
7466,17,17,368
7467,17,17,368
7468,17,17,366
7469,17,17,367
7470,17,17,368
7471,17,17,368
7472,17,17,367
7473,17,17,366
7474,17,17,368
7475,17,17,367
7476,17,17,367
7477,17,17,367
7478,17,17,366
7479,17,17,365
7480,17,17,365
7481,17,17,365
7482,17,17,366
7483,17,17,366
7484,17,17,365
7485,17,17,364
7486,17,17,364
7487,17,17,363
7488,17,17,363
7489,17,17,363
7490,17,17,363
7491,17,17,363
7492,17,17,363
7493,17,17,363
7494,17,17,362
7495,17,17,363
7496,17,17,363
7497,17,17,363
7498,17,17,362
7499,17,17,362
7500,17,17,362
7501,17,17,361
7502,17,17,361
7503,17,17,361
7504,17,17,361
7505,17,17,361
7506,17,17,361
7507,17,17,361
7508,17,17,361
7509,17,17,363
7510,17,17,364
7511,17,17,365
7512,17,17,365
7513,17,17,365
7514,17,17,366
7515,17,17,367
7516,17,17,365
7517,17,17,363
7518,17,17,364
7519,17,17,364
7520,17,17,364
7521,17,17,364
7522,17,17,363
7523,17,17,366
7524,17,17,365
7525,17,17,365
7526,17,17,365
7527,17,17,366
7528,17,17,367
7529,17,17,368
7530,17,17,368
7531,17,17,369
7532,17,17,369
7533,17,17,369
7534,17,17,369
7535,17,17,369
7536,17,17,369
7537,17,17,368
7538,17,17,368
7539,17,17,368
7540,17,17,368
7541,17,17,368
7542,17,17,367
7543,17,17,367
7544,17,17,367
7545,17,17,367
7546,17,17,367
7547,17,17,367
7548,17,17,367
7549,17,17,367
7550,17,17,367
7551,17,17,366
7552,17,17,366
7553,17,17,367
7554,17,17,367
7555,17,17,367
7556,17,17,365
7557,17,17,365
7558,17,17,368
7559,17,17,367
7560,17,17,367
7561,17,17,367
7562,17,17,366
7563,17,17,366
7564,17,17,366
7565,17,17,365
7566,17,17,365
7567,17,17,365
7568,17,17,366
7569,17,17,367
7570,17,17,367
7571,17,17,368
7572,17,17,367
7573,17,17,365
7574,17,17,366
7575,17,17,366
7576,17,17,364
7577,17,17,363
7578,17,17,364
7579,17,17,364
7580,17,17,364
7581,17,17,364
7582,17,17,364
7583,17,17,364
7584,17,17,363
7585,17,17,363
7586,17,17,364
7587,17,17,363
7588,17,17,363
7589,17,17,364
7590,17,17,364
7591,17,17,364
7592,17,17,364
7593,17,17,364
7594,17,17,363
7595,17,17,364
7596,17,17,364
7597,17,17,364
7598,17,17,367
7599,17,17,367
7600,17,17,367
7601,17,17,367
7602,17,17,367
7603,17,17,365
7604,17,17,365
7605,17,17,366
7606,17,17,366
7607,17,17,365
7608,17,17,365
7609,17,17,364
7610,17,17,364
7611,17,17,365
7612,17,17,364
7613,17,17,364
7614,17,17,364
7615,17,17,364
7616,17,17,363
7617,17,17,364
7618,17,17,364
7619,17,17,363
7620,17,17,363
7621,17,17,363
7622,17,17,363
7623,17,17,363
7624,17,17,362
7625,17,17,361
7626,17,17,361
7627,17,17,361
7628,17,17,361
7629,17,17,361
7630,17,17,363
7631,17,17,366
7632,17,17,367
7633,17,17,366
7634,17,17,366
7635,17,17,366
7636,17,17,366
7637,17,17,365
7638,17,17,365
7639,17,17,365
7640,17,17,366
7641,17,17,366
7642,17,17,365
7643,17,17,365
7644,17,17,365
7645,17,17,364
7646,17,17,365
7647,17,17,365
7648,17,17,365
7649,17,17,366
7650,17,17,366
7651,17,17,365
7652,17,17,364
7653,17,17,364
7654,17,17,364
7655,17,17,364
7656,17,17,364
7657,17,17,364
7658,17,17,364
7659,17,17,363
7660,17,17,363
7661,17,17,364
7662,17,17,364
7663,17,17,364
7664,17,17,364
7665,17,17,364
7666,17,17,364
7667,17,17,364
7668,17,17,363
7669,17,17,363
7670,17,17,363
7671,17,17,362
7672,17,17,364
7673,17,17,364
7674,17,17,364
7675,17,17,364
7676,17,17,364
7677,17,17,364
7678,17,17,365
7679,17,17,364
7680,17,17,364
7681,17,17,363
7682,17,17,364
7683,17,17,366
7684,17,17,366
7685,17,17,366
7686,17,17,366
7687,17,17,365
7688,17,17,365
7689,17,17,365
7690,17,17,368
7691,17,17,368
7692,17,17,368
7693,17,17,370
7694,17,17,370
7695,17,17,369
7696,17,17,370
7697,17,17,370
7698,17,17,370
7699,17,17,367
7700,17,17,366
7701,17,17,367
7702,17,17,367
7703,17,17,366
7704,17,17,365
7705,17,17,365
7706,17,17,365
7707,17,17,365
7708,17,17,365
7709,17,17,364
7710,17,17,364
7711,17,17,364
7712,17,17,364
7713,17,17,364
7714,17,17,364
7715,17,17,363
7716,17,17,363
7717,17,17,363
7718,17,17,363
7719,17,17,364
7720,17,17,363
7721,17,17,362
7722,17,17,362
7723,17,17,363
7724,17,17,363
7725,17,17,363
7726,17,17,362
7727,17,17,361
7728,17,17,361
7729,17,17,360
7730,17,17,359
7731,17,17,358
7732,17,17,358
7733,17,17,358
7734,17,17,358
7735,17,17,358
7736,17,17,359
7737,17,17,359
7738,17,17,359
7739,17,17,359
7740,17,17,359
7741,17,17,358
7742,17,17,358
7743,17,17,357
7744,17,17,357
7745,17,17,356
7746,17,17,356
7747,17,17,357
7748,17,17,358
7749,17,17,357
7750,17,17,357
7751,17,17,357
7752,17,17,357
7753,17,17,356
7754,17,17,358
7755,17,17,361
7756,17,17,361
7757,17,17,361
7758,17,17,362
7759,17,17,362
7760,17,17,361
7761,17,17,359
7762,17,17,359
7763,17,17,359
7764,17,17,357
7765,17,17,357
7766,17,17,357
7767,17,17,358
7768,17,17,358
7769,17,17,360
7770,17,17,360
7771,17,17,360
7772,17,17,359
7773,17,17,358
7774,17,17,359
7775,17,17,358
7776,17,17,358
7777,17,17,358
7778,17,17,358
7779,17,17,358
7780,17,17,359
7781,17,17,359
7782,17,17,359
7783,17,17,360
7784,17,17,359
7785,17,17,359
7786,17,17,359
7787,17,17,359
7788,17,17,359
7789,17,17,359
7790,17,17,360
7791,17,17,360
7792,17,17,361
7793,17,17,360
7794,17,17,359
7795,17,17,360
7796,17,17,360
7797,17,17,360
7798,17,17,360
7799,17,17,359
7800,17,17,359
7801,17,17,359
7802,17,17,359
7803,17,17,359
7804,17,17,358
7805,17,17,358
7806,17,17,358
7807,17,17,358
7808,17,17,358
7809,17,17,358
7810,17,17,358
7811,17,17,357
7812,17,17,356
7813,17,17,356
7814,17,17,355
7815,17,17,355
7816,17,17,355
7817,17,17,354
7818,17,17,354
7819,17,17,354
7820,17,17,354
7821,17,17,353
7822,17,17,353
7823,17,17,352
7824,17,17,353
7825,17,17,353
7826,17,17,353
7827,17,17,354
7828,17,17,354
7829,17,17,353
7830,17,17,352
7831,17,17,352
7832,17,17,352
7833,17,17,352
7834,17,17,352
7835,17,17,352
7836,17,17,351
7837,17,17,351
7838,17,17,351
7839,17,17,351
7840,17,17,351
7841,17,17,351
7842,17,17,351
7843,17,17,352
7844,17,17,351
7845,17,17,351
7846,17,17,351
7847,17,17,352
7848,17,17,353
7849,17,17,353
7850,17,17,352
7851,17,17,352
7852,17,17,352
7853,17,17,352
7854,17,17,351
7855,17,17,352
7856,17,17,351
7857,17,17,351
7858,17,17,351
7859,17,17,351
7860,17,17,351
7861,17,17,351
7862,17,17,350
7863,17,17,351
7864,17,17,352
7865,17,17,354
7866,17,17,355
7867,17,17,354
